"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season peak percentage","Bin","percent","7.3","7.4",0.00558312655086849
"US National","Season peak percentage","Bin","percent","7.4","7.5",0.00475599669148056
"US National","Season peak percentage","Bin","percent","7.5","7.6",0.00578990901571547
"US National","Season peak percentage","Bin","percent","7.6","7.7",0.00516956162117453
"US National","Season peak percentage","Bin","percent","7.7","7.8",0.0033085194375517
"US National","Season peak percentage","Bin","percent","7.8","7.9",0.00392886683209264
"US National","Season peak percentage","Bin","percent","7.9","8",0.00475599669148056
"US National","Season peak percentage","Bin","percent","8","8.1",0.00465260545905707
"US National","Season peak percentage","Bin","percent","8.1","8.2",0.00392886683209264
"US National","Season peak percentage","Bin","percent","8.2","8.3",0.00516956162117453
"US National","Season peak percentage","Bin","percent","8.3","8.4",0.0021712158808933
"US National","Season peak percentage","Bin","percent","8.4","8.5",0.00465260545905707
"US National","Season peak percentage","Bin","percent","8.5","8.6",0.00372208436724566
"US National","Season peak percentage","Bin","percent","8.6","8.7",0.00465260545905707
"US National","Season peak percentage","Bin","percent","8.7","8.8",0.00268817204301075
"US National","Season peak percentage","Bin","percent","8.8","8.9",0.00372208436724566
"US National","Season peak percentage","Bin","percent","8.9","9",0.0043424317617866
"US National","Season peak percentage","Bin","percent","9","9.1",0.00258478081058726
"US National","Season peak percentage","Bin","percent","9.1","9.2",0.00351530190239868
"US National","Season peak percentage","Bin","percent","9.2","9.3",0.00341191066997518
"US National","Season peak percentage","Bin","percent","9.3","9.4",0.00341191066997518
"US National","Season peak percentage","Bin","percent","9.4","9.5",0.00289495450785773
"US National","Season peak percentage","Bin","percent","9.5","9.6",0.00258478081058726
"US National","Season peak percentage","Bin","percent","9.6","9.7",0.00237799834574028
"US National","Season peak percentage","Bin","percent","9.7","9.8",0.00310173697270472
"US National","Season peak percentage","Bin","percent","9.8","9.9",0.00279156327543424
"US National","Season peak percentage","Bin","percent","9.9","10",0.00227460711331679
"US National","Season peak percentage","Bin","percent","10","10.1",0.00165425971877585
"US National","Season peak percentage","Bin","percent","10.1","10.2",0.0021712158808933
"US National","Season peak percentage","Bin","percent","10.2","10.3",0.00279156327543424
"US National","Season peak percentage","Bin","percent","10.3","10.4",0.00237799834574028
"US National","Season peak percentage","Bin","percent","10.4","10.5",0.00258478081058726
"US National","Season peak percentage","Bin","percent","10.5","10.6",0.0021712158808933
"US National","Season peak percentage","Bin","percent","10.6","10.7",0.00206782464846981
"US National","Season peak percentage","Bin","percent","10.7","10.8",0.00268817204301075
"US National","Season peak percentage","Bin","percent","10.8","10.9",0.00258478081058726
"US National","Season peak percentage","Bin","percent","10.9","11",0.00175765095119934
"US National","Season peak percentage","Bin","percent","11","11.1",0.00227460711331679
"US National","Season peak percentage","Bin","percent","11.1","11.2",0.00124069478908189
"US National","Season peak percentage","Bin","percent","11.2","11.3",0.00186104218362283
"US National","Season peak percentage","Bin","percent","11.3","11.4",0.00279156327543424
"US National","Season peak percentage","Bin","percent","11.4","11.5",0.0021712158808933
"US National","Season peak percentage","Bin","percent","11.5","11.6",0.00258478081058726
"US National","Season peak percentage","Bin","percent","11.6","11.7",0.00206782464846981
"US National","Season peak percentage","Bin","percent","11.7","11.8",0.0010339123242349
"US National","Season peak percentage","Bin","percent","11.8","11.9",0.00134408602150538
"US National","Season peak percentage","Bin","percent","11.9","12",0.00134408602150538
"US National","Season peak percentage","Bin","percent","12","12.1",0.000930521091811415
"US National","Season peak percentage","Bin","percent","12.1","12.2",0.00155086848635236
"US National","Season peak percentage","Bin","percent","12.2","12.3",0.00165425971877585
"US National","Season peak percentage","Bin","percent","12.3","12.4",0.00124069478908189
"US National","Season peak percentage","Bin","percent","12.4","12.5",0.00165425971877585
"US National","Season peak percentage","Bin","percent","12.5","12.6",0.00165425971877585
"US National","Season peak percentage","Bin","percent","12.6","12.7",0.0010339123242349
"US National","Season peak percentage","Bin","percent","12.7","12.8",0.0011373035566584
"US National","Season peak percentage","Bin","percent","12.8","12.9",0.000930521091811415
"US National","Season peak percentage","Bin","percent","12.9","13",0.00124069478908189
"US National","Season peak percentage","Bin","percent","13","100",0.132754342431762
"US National","1 wk ahead","Point","percent",NA,NA,1.5
"US National","1 wk ahead","Bin","percent","0","0.1",0
"US National","1 wk ahead","Bin","percent","0.1","0.2",0
"US National","1 wk ahead","Bin","percent","0.2","0.3",0
"US National","1 wk ahead","Bin","percent","0.3","0.4",0
"US National","1 wk ahead","Bin","percent","0.4","0.5",0
"US National","1 wk ahead","Bin","percent","0.5","0.6",0
"US National","1 wk ahead","Bin","percent","0.6","0.7",0
"US National","1 wk ahead","Bin","percent","0.7","0.8",0
"US National","1 wk ahead","Bin","percent","0.8","0.9",0
"US National","1 wk ahead","Bin","percent","0.9","1",2e-04
"US National","1 wk ahead","Bin","percent","1","1.1",0.0014
"US National","1 wk ahead","Bin","percent","1.1","1.2",0.0127
"US National","1 wk ahead","Bin","percent","1.2","1.3",0.0513
"US National","1 wk ahead","Bin","percent","1.3","1.4",0.1214
"US National","1 wk ahead","Bin","percent","1.4","1.5",0.1868
"US National","1 wk ahead","Bin","percent","1.5","1.6",0.1923
"US National","1 wk ahead","Bin","percent","1.6","1.7",0.1779
"US National","1 wk ahead","Bin","percent","1.7","1.8",0.119
"US National","1 wk ahead","Bin","percent","1.8","1.9",0.0702
"US National","1 wk ahead","Bin","percent","1.9","2",0.0391
"US National","1 wk ahead","Bin","percent","2","2.1",0.0163
"US National","1 wk ahead","Bin","percent","2.1","2.2",0.0064
"US National","1 wk ahead","Bin","percent","2.2","2.3",0.0029
"US National","1 wk ahead","Bin","percent","2.3","2.4",0.0014
"US National","1 wk ahead","Bin","percent","2.4","2.5",4e-04
"US National","1 wk ahead","Bin","percent","2.5","2.6",2e-04
"US National","1 wk ahead","Bin","percent","2.6","2.7",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","2.7","2.8",0
"US National","1 wk ahead","Bin","percent","2.8","2.9",0
"US National","1 wk ahead","Bin","percent","2.9","3",0
"US National","1 wk ahead","Bin","percent","3","3.1",0
"US National","1 wk ahead","Bin","percent","3.1","3.2",0
"US National","1 wk ahead","Bin","percent","3.2","3.3",0
"US National","1 wk ahead","Bin","percent","3.3","3.4",0
"US National","1 wk ahead","Bin","percent","3.4","3.5",0
"US National","1 wk ahead","Bin","percent","3.5","3.6",0
"US National","1 wk ahead","Bin","percent","3.6","3.7",0
"US National","1 wk ahead","Bin","percent","3.7","3.8",0
"US National","1 wk ahead","Bin","percent","3.8","3.9",0
"US National","1 wk ahead","Bin","percent","3.9","4",0
"US National","1 wk ahead","Bin","percent","4","4.1",0
"US National","1 wk ahead","Bin","percent","4.1","4.2",0
"US National","1 wk ahead","Bin","percent","4.2","4.3",0
"US National","1 wk ahead","Bin","percent","4.3","4.4",0
"US National","1 wk ahead","Bin","percent","4.4","4.5",0
"US National","1 wk ahead","Bin","percent","4.5","4.6",0
"US National","1 wk ahead","Bin","percent","4.6","4.7",0
"US National","1 wk ahead","Bin","percent","4.7","4.8",0
"US National","1 wk ahead","Bin","percent","4.8","4.9",0
"US National","1 wk ahead","Bin","percent","4.9","5",0
"US National","1 wk ahead","Bin","percent","5","5.1",0
"US National","1 wk ahead","Bin","percent","5.1","5.2",0
"US National","1 wk ahead","Bin","percent","5.2","5.3",0
"US National","1 wk ahead","Bin","percent","5.3","5.4",0
"US National","1 wk ahead","Bin","percent","5.4","5.5",0
"US National","1 wk ahead","Bin","percent","5.5","5.6",0
"US National","1 wk ahead","Bin","percent","5.6","5.7",0
"US National","1 wk ahead","Bin","percent","5.7","5.8",0
"US National","1 wk ahead","Bin","percent","5.8","5.9",0
"US National","1 wk ahead","Bin","percent","5.9","6",0
"US National","1 wk ahead","Bin","percent","6","6.1",0
"US National","1 wk ahead","Bin","percent","6.1","6.2",0
"US National","1 wk ahead","Bin","percent","6.2","6.3",0
"US National","1 wk ahead","Bin","percent","6.3","6.4",0
"US National","1 wk ahead","Bin","percent","6.4","6.5",0
"US National","1 wk ahead","Bin","percent","6.5","6.6",0
"US National","1 wk ahead","Bin","percent","6.6","6.7",0
"US National","1 wk ahead","Bin","percent","6.7","6.8",0
"US National","1 wk ahead","Bin","percent","6.8","6.9",0
"US National","1 wk ahead","Bin","percent","6.9","7",0
"US National","1 wk ahead","Bin","percent","7","7.1",0
"US National","1 wk ahead","Bin","percent","7.1","7.2",0
"US National","1 wk ahead","Bin","percent","7.2","7.3",0
"US National","1 wk ahead","Bin","percent","7.3","7.4",0
"US National","1 wk ahead","Bin","percent","7.4","7.5",0
"US National","1 wk ahead","Bin","percent","7.5","7.6",0
"US National","1 wk ahead","Bin","percent","7.6","7.7",0
"US National","1 wk ahead","Bin","percent","7.7","7.8",0
"US National","1 wk ahead","Bin","percent","7.8","7.9",0
"US National","1 wk ahead","Bin","percent","7.9","8",0
"US National","1 wk ahead","Bin","percent","8","8.1",0
"US National","1 wk ahead","Bin","percent","8.1","8.2",0
"US National","1 wk ahead","Bin","percent","8.2","8.3",0
"US National","1 wk ahead","Bin","percent","8.3","8.4",0
"US National","1 wk ahead","Bin","percent","8.4","8.5",0
"US National","1 wk ahead","Bin","percent","8.5","8.6",0
"US National","1 wk ahead","Bin","percent","8.6","8.7",0
"US National","1 wk ahead","Bin","percent","8.7","8.8",0
"US National","1 wk ahead","Bin","percent","8.8","8.9",0
"US National","1 wk ahead","Bin","percent","8.9","9",0
"US National","1 wk ahead","Bin","percent","9","9.1",0
"US National","1 wk ahead","Bin","percent","9.1","9.2",0
"US National","1 wk ahead","Bin","percent","9.2","9.3",0
"US National","1 wk ahead","Bin","percent","9.3","9.4",0
"US National","1 wk ahead","Bin","percent","9.4","9.5",0
"US National","1 wk ahead","Bin","percent","9.5","9.6",0
"US National","1 wk ahead","Bin","percent","9.6","9.7",0
"US National","1 wk ahead","Bin","percent","9.7","9.8",0
"US National","1 wk ahead","Bin","percent","9.8","9.9",0
"US National","1 wk ahead","Bin","percent","9.9","10",0
"US National","1 wk ahead","Bin","percent","10","10.1",0
"US National","1 wk ahead","Bin","percent","10.1","10.2",0
"US National","1 wk ahead","Bin","percent","10.2","10.3",0
"US National","1 wk ahead","Bin","percent","10.3","10.4",0
"US National","1 wk ahead","Bin","percent","10.4","10.5",0
"US National","1 wk ahead","Bin","percent","10.5","10.6",0
"US National","1 wk ahead","Bin","percent","10.6","10.7",0
"US National","1 wk ahead","Bin","percent","10.7","10.8",0
"US National","1 wk ahead","Bin","percent","10.8","10.9",0
"US National","1 wk ahead","Bin","percent","10.9","11",0
"US National","1 wk ahead","Bin","percent","11","11.1",0
"US National","1 wk ahead","Bin","percent","11.1","11.2",0
"US National","1 wk ahead","Bin","percent","11.2","11.3",0
"US National","1 wk ahead","Bin","percent","11.3","11.4",0
"US National","1 wk ahead","Bin","percent","11.4","11.5",0
"US National","1 wk ahead","Bin","percent","11.5","11.6",0
"US National","1 wk ahead","Bin","percent","11.6","11.7",0
"US National","1 wk ahead","Bin","percent","11.7","11.8",0
"US National","1 wk ahead","Bin","percent","11.8","11.9",0
"US National","1 wk ahead","Bin","percent","11.9","12",0
"US National","1 wk ahead","Bin","percent","12","12.1",0
"US National","1 wk ahead","Bin","percent","12.1","12.2",0
"US National","1 wk ahead","Bin","percent","12.2","12.3",0
"US National","1 wk ahead","Bin","percent","12.3","12.4",0
"US National","1 wk ahead","Bin","percent","12.4","12.5",0
"US National","1 wk ahead","Bin","percent","12.5","12.6",0
"US National","1 wk ahead","Bin","percent","12.6","12.7",0
"US National","1 wk ahead","Bin","percent","12.7","12.8",0
"US National","1 wk ahead","Bin","percent","12.8","12.9",0
"US National","1 wk ahead","Bin","percent","12.9","13",0
"US National","1 wk ahead","Bin","percent","13","100",0
"US National","2 wk ahead","Point","percent",NA,NA,1.6
"US National","2 wk ahead","Bin","percent","0","0.1",0
"US National","2 wk ahead","Bin","percent","0.1","0.2",0
"US National","2 wk ahead","Bin","percent","0.2","0.3",0
"US National","2 wk ahead","Bin","percent","0.3","0.4",0
"US National","2 wk ahead","Bin","percent","0.4","0.5",0
"US National","2 wk ahead","Bin","percent","0.5","0.6",0
"US National","2 wk ahead","Bin","percent","0.6","0.7",0
"US National","2 wk ahead","Bin","percent","0.7","0.8",0
"US National","2 wk ahead","Bin","percent","0.8","0.9",1e-04
"US National","2 wk ahead","Bin","percent","0.9","1",0.0018
"US National","2 wk ahead","Bin","percent","1","1.1",0.0094
"US National","2 wk ahead","Bin","percent","1.1","1.2",0.0266
"US National","2 wk ahead","Bin","percent","1.2","1.3",0.0543
"US National","2 wk ahead","Bin","percent","1.3","1.4",0.0907
"US National","2 wk ahead","Bin","percent","1.4","1.5",0.1105
"US National","2 wk ahead","Bin","percent","1.5","1.6",0.1273
"US National","2 wk ahead","Bin","percent","1.6","1.7",0.1206
"US National","2 wk ahead","Bin","percent","1.7","1.8",0.1129
"US National","2 wk ahead","Bin","percent","1.8","1.9",0.0856
"US National","2 wk ahead","Bin","percent","1.9","2",0.0768
"US National","2 wk ahead","Bin","percent","2","2.1",0.0545
"US National","2 wk ahead","Bin","percent","2.1","2.2",0.0384
"US National","2 wk ahead","Bin","percent","2.2","2.3",0.0293
"US National","2 wk ahead","Bin","percent","2.3","2.4",0.0182
"US National","2 wk ahead","Bin","percent","2.4","2.5",0.0131
"US National","2 wk ahead","Bin","percent","2.5","2.6",0.0096
"US National","2 wk ahead","Bin","percent","2.6","2.7",0.0064
"US National","2 wk ahead","Bin","percent","2.7","2.8",0.0045
"US National","2 wk ahead","Bin","percent","2.8","2.9",0.0027
"US National","2 wk ahead","Bin","percent","2.9","3",0.0022
"US National","2 wk ahead","Bin","percent","3","3.1",0.0011
"US National","2 wk ahead","Bin","percent","3.1","3.2",0.0013
"US National","2 wk ahead","Bin","percent","3.2","3.3",6e-04
"US National","2 wk ahead","Bin","percent","3.3","3.4",7e-04
"US National","2 wk ahead","Bin","percent","3.4","3.5",1e-04
"US National","2 wk ahead","Bin","percent","3.5","3.6",1e-04
"US National","2 wk ahead","Bin","percent","3.6","3.7",2e-04
"US National","2 wk ahead","Bin","percent","3.7","3.8",1e-04
"US National","2 wk ahead","Bin","percent","3.8","3.9",1e-04
"US National","2 wk ahead","Bin","percent","3.9","4",0
"US National","2 wk ahead","Bin","percent","4","4.1",0
"US National","2 wk ahead","Bin","percent","4.1","4.2",0
"US National","2 wk ahead","Bin","percent","4.2","4.3",1e-04
"US National","2 wk ahead","Bin","percent","4.3","4.4",0
"US National","2 wk ahead","Bin","percent","4.4","4.5",0
"US National","2 wk ahead","Bin","percent","4.5","4.6",0
"US National","2 wk ahead","Bin","percent","4.6","4.7",0
"US National","2 wk ahead","Bin","percent","4.7","4.8",1e-04
"US National","2 wk ahead","Bin","percent","4.8","4.9",0
"US National","2 wk ahead","Bin","percent","4.9","5",0
"US National","2 wk ahead","Bin","percent","5","5.1",0
"US National","2 wk ahead","Bin","percent","5.1","5.2",0
"US National","2 wk ahead","Bin","percent","5.2","5.3",0
"US National","2 wk ahead","Bin","percent","5.3","5.4",0
"US National","2 wk ahead","Bin","percent","5.4","5.5",0
"US National","2 wk ahead","Bin","percent","5.5","5.6",0
"US National","2 wk ahead","Bin","percent","5.6","5.7",0
"US National","2 wk ahead","Bin","percent","5.7","5.8",0
"US National","2 wk ahead","Bin","percent","5.8","5.9",0
"US National","2 wk ahead","Bin","percent","5.9","6",0
"US National","2 wk ahead","Bin","percent","6","6.1",0
"US National","2 wk ahead","Bin","percent","6.1","6.2",0
"US National","2 wk ahead","Bin","percent","6.2","6.3",0
"US National","2 wk ahead","Bin","percent","6.3","6.4",0
"US National","2 wk ahead","Bin","percent","6.4","6.5",0
"US National","2 wk ahead","Bin","percent","6.5","6.6",0
"US National","2 wk ahead","Bin","percent","6.6","6.7",0
"US National","2 wk ahead","Bin","percent","6.7","6.8",0
"US National","2 wk ahead","Bin","percent","6.8","6.9",0
"US National","2 wk ahead","Bin","percent","6.9","7",0
"US National","2 wk ahead","Bin","percent","7","7.1",0
"US National","2 wk ahead","Bin","percent","7.1","7.2",0
"US National","2 wk ahead","Bin","percent","7.2","7.3",0
"US National","2 wk ahead","Bin","percent","7.3","7.4",0
"US National","2 wk ahead","Bin","percent","7.4","7.5",0
"US National","2 wk ahead","Bin","percent","7.5","7.6",0
"US National","2 wk ahead","Bin","percent","7.6","7.7",0
"US National","2 wk ahead","Bin","percent","7.7","7.8",0
"US National","2 wk ahead","Bin","percent","7.8","7.9",0
"US National","2 wk ahead","Bin","percent","7.9","8",0
"US National","2 wk ahead","Bin","percent","8","8.1",0
"US National","2 wk ahead","Bin","percent","8.1","8.2",0
"US National","2 wk ahead","Bin","percent","8.2","8.3",0
"US National","2 wk ahead","Bin","percent","8.3","8.4",0
"US National","2 wk ahead","Bin","percent","8.4","8.5",0
"US National","2 wk ahead","Bin","percent","8.5","8.6",0
"US National","2 wk ahead","Bin","percent","8.6","8.7",0
"US National","2 wk ahead","Bin","percent","8.7","8.8",0
"US National","2 wk ahead","Bin","percent","8.8","8.9",0
"US National","2 wk ahead","Bin","percent","8.9","9",0
"US National","2 wk ahead","Bin","percent","9","9.1",0
"US National","2 wk ahead","Bin","percent","9.1","9.2",0
"US National","2 wk ahead","Bin","percent","9.2","9.3",0
"US National","2 wk ahead","Bin","percent","9.3","9.4",0
"US National","2 wk ahead","Bin","percent","9.4","9.5",0
"US National","2 wk ahead","Bin","percent","9.5","9.6",0
"US National","2 wk ahead","Bin","percent","9.6","9.7",0
"US National","2 wk ahead","Bin","percent","9.7","9.8",0
"US National","2 wk ahead","Bin","percent","9.8","9.9",0
"US National","2 wk ahead","Bin","percent","9.9","10",0
"US National","2 wk ahead","Bin","percent","10","10.1",0
"US National","2 wk ahead","Bin","percent","10.1","10.2",0
"US National","2 wk ahead","Bin","percent","10.2","10.3",0
"US National","2 wk ahead","Bin","percent","10.3","10.4",0
"US National","2 wk ahead","Bin","percent","10.4","10.5",0
"US National","2 wk ahead","Bin","percent","10.5","10.6",0
"US National","2 wk ahead","Bin","percent","10.6","10.7",0
"US National","2 wk ahead","Bin","percent","10.7","10.8",0
"US National","2 wk ahead","Bin","percent","10.8","10.9",0
"US National","2 wk ahead","Bin","percent","10.9","11",0
"US National","2 wk ahead","Bin","percent","11","11.1",0
"US National","2 wk ahead","Bin","percent","11.1","11.2",0
"US National","2 wk ahead","Bin","percent","11.2","11.3",0
"US National","2 wk ahead","Bin","percent","11.3","11.4",0
"US National","2 wk ahead","Bin","percent","11.4","11.5",0
"US National","2 wk ahead","Bin","percent","11.5","11.6",0
"US National","2 wk ahead","Bin","percent","11.6","11.7",0
"US National","2 wk ahead","Bin","percent","11.7","11.8",0
"US National","2 wk ahead","Bin","percent","11.8","11.9",0
"US National","2 wk ahead","Bin","percent","11.9","12",0
"US National","2 wk ahead","Bin","percent","12","12.1",0
"US National","2 wk ahead","Bin","percent","12.1","12.2",0
"US National","2 wk ahead","Bin","percent","12.2","12.3",0
